6.2313816977152054	5.94605335464807	5.712203803106634	5.517303354248778	5.352527540642314	5.211497721388408	5.089499181531218
6.363806061211062	6.067692539416757	5.825122559422588	5.62304059650111	5.452257642181062	5.306135327270611	5.179768994467677
6.494972694708709	6.188074967758631	5.936789450151294	5.727533040291148	5.550751131801318	5.399544947387965	5.26881977940588
6.624963827212898	6.3072816783104955	6.047284401055993	5.8308595579732305	5.6480860012612535	5.491803809343192	5.356727882023821
6.753854004747205	6.425386133937538	6.156679862440004	5.933091717766824	5.744332998753401	5.582981782174063	5.443562451928546
6.881711009805761	6.542455182816556	6.265041737146186	6.0342945448153475	5.839556187736729	5.673142399747572	5.529386366297174
7.008596702639326	6.6585496210518835	6.372430041919431	6.13452727532486	5.933814200019483	5.762344308607317	5.614256911427114
7.1345676244612255	6.773725322182259	6.478899825058798	6.233844238007562	6.027160684428277	5.850638280891199	5.698226580880556
7.259675750171003	6.888033466140768	6.584501539169917	6.332295242868317	6.119644860078900	5.938075241039193	5.781343500766277
7.383968853084651	7.001521118748224	6.689281654478412	6.429926127912609	6.2113120002801505	6.024699183000905	5.863651872327277
